Page ID,Page Name,Disclaimer,Amount Spent (USD),Number of Ads in Library
319308888265273,Triumph The  Church of the New Age - International,These ads ran without a disclaimer,≤100,1
101767687874438,lordsmaug,These ads ran without a disclaimer,≤100,1
106721970936634,Bob McCall for Property Appraiser,These ads ran without a disclaimer,≤100,2
121960887981432,We Love to Mock Conservative Ass Clowns,These ads ran without a disclaimer,≤100,2
79125112926,Students for Life of America,These ads ran without a disclaimer,≤100,1
131939970154577,Cafe con Leche con AARP Florida,These ads ran without a disclaimer,≤100,1
168177889894863,Heather Hicks’ Arbonne VIPs,These ads ran without a disclaimer,≤100,1
262034487161781,Tax-Aid,These ads ran without a disclaimer,≤100,1
642772432409331,Blush & Silk Waxing,These ads ran without a disclaimer,≤100,1
111081560604722,madison.kroeze,These ads ran without a disclaimer,≤100,1
1711345092468428,Reference.com,These ads ran without a disclaimer,≤100,1
2359231954112766,Cunningham Coffee Roasters,These ads ran without a disclaimer,≤100,3
293523531503342,Catholic Church Victims Fund-Legal Help,These ads ran without a disclaimer,≤100,3
402734566407978,Baxter Sports Complex,These ads ran without a disclaimer,≤100,1
316670642145486,TABA,These ads ran without a disclaimer,≤100,1
235553776861849,Thrive Tank,These ads ran without a disclaimer,≤100,1
442797212529354,Emerge,These ads ran without a disclaimer,≤100,1
106867224385090,thelighterside_bykren,These ads ran without a disclaimer,≤100,2
116586315033053,Chena Small Tracts church of Christ,These ads ran without a disclaimer,≤100,2
7510872467,NC State Alumni Association,These ads ran without a disclaimer,≤100,1
672384053214036,Kiefer Auctioneers,These ads ran without a disclaimer,≤100,2
105272394440605,Dr. Vincent Richardson,These ads ran without a disclaimer,≤100,1
102373134833723,The Norms USA,These ads ran without a disclaimer,≤100,1
1751903928231018,SYNLawn of  Wyoming,These ads ran without a disclaimer,≤100,2
1430847653722177,Foreign / CAPO Da DON,These ads ran without a disclaimer,≤100,2
101008108321645,Black in Film,These ads ran without a disclaimer,≤100,2
109194240483836,Omega Knockerball LLC,These ads ran without a disclaimer,≤100,1
113163240250911,Legal Angle with Emmanuel D-Law Olawale,These ads ran without a disclaimer,≤100,1
218133341537790,R2 fashion,These ads ran without a disclaimer,≤100,2
777982815601079,"Glenda Y. Hicks, CPA, Nonprofit Trainer & Consultant",These ads ran without a disclaimer,≤100,1
106512604297167,Gales,These ads ran without a disclaimer,≤100,1
380734712750735,We the Patients - New York,These ads ran without a disclaimer,≤100,2
108169670897587,Frank Chapman Miliare Management,These ads ran without a disclaimer,≤100,1
382465598564232,Florida Atlantic University Charles E. Schmidt College of Medicine,These ads ran without a disclaimer,≤100,1
454357945087391,Tanaya Rivers,These ads ran without a disclaimer,≤100,1
1416702501893781,TAEHOON,These ads ran without a disclaimer,≤100,1
179251578795928,"Orion Township, Michigan",These ads ran without a disclaimer,≤100,2
102804908023346,Spectrum Church,These ads ran without a disclaimer,≤100,1
1033655806650831,Terah Wilson Photo,These ads ran without a disclaimer,≤100,1
235195944058182,Living Intentionally Ministries,These ads ran without a disclaimer,≤100,1
1763877790521684,"Altoona, PA Local - News Break",These ads ran without a disclaimer,≤100,1
108225647379910,College Financial Counselors,These ads ran without a disclaimer,≤100,1
109817820747754,FOREX TRADE PLC,These ads ran without a disclaimer,≤100,1
104857661212885,0s0.saucy,These ads ran without a disclaimer,≤100,1
182631040803,Congregational Resource Guide,These ads ran without a disclaimer,≤100,1
200711089998887,American Party Rental,These ads ran without a disclaimer,≤100,1
390241457838889,Andy Bales,These ads ran without a disclaimer,≤100,1
354567171738,Flowers on the Vineyard,These ads ran without a disclaimer,≤100,1
108447470900939,Novel Ideas,These ads ran without a disclaimer,≤100,1
115606928486497,CompassCare Community,These ads ran without a disclaimer,≤100,1
503640586659133,Dakota Kealohaokalani Sekel,These ads ran without a disclaimer,≤100,2
422075721636673,Buckeye Community Council,These ads ran without a disclaimer,≤100,2
0,Instagram User 6942555494,These ads ran without a disclaimer,≤100,2
1590519197925446,Train With Seleah,These ads ran without a disclaimer,≤100,1
256329784055,SearchChattanoogaArea.com,These ads ran without a disclaimer,≤100,1
114995356764,Logan's Appliance Center,These ads ran without a disclaimer,≤100,1
112689530121848,Saap Lao Thai Cuisine,These ads ran without a disclaimer,≤100,1
174847255948198,World Elephant Day,These ads ran without a disclaimer,≤100,1
0,Instagram User 8831134865,These ads ran without a disclaimer,≤100,2
653641694767950,Amida Care,These ads ran without a disclaimer,≤100,2
2177261335630716,Panamanian Princess,These ads ran without a disclaimer,≤100,2
678836652265129,Perennial Beauti,These ads ran without a disclaimer,≤100,2
106154784395006,Kicloudy,These ads ran without a disclaimer,≤100,1
1964715207099757,Yalonda from Detroit 2 NC,These ads ran without a disclaimer,≤100,2
1212061522224699,Upscale Behavior,These ads ran without a disclaimer,≤100,1
119434821462536,KeliComm Headshots,These ads ran without a disclaimer,≤100,1
949162468460389,Spin-Line Softball,These ads ran without a disclaimer,≤100,1
100576448205510,Nation Land Tee,These ads ran without a disclaimer,≤100,2
106183414453451,Buzz shirty,These ads ran without a disclaimer,≤100,6
1474229329543560,Eldredge ATL,These ads ran without a disclaimer,≤100,1
109127407475281,flique.editorial,These ads ran without a disclaimer,≤100,1
1876244689282189,Michelle Saenz-Rodriguez for AILA Board of Governors,These ads ran without a disclaimer,≤100,1
609230486214125,Che' + Assisi Consulting,These ads ran without a disclaimer,≤100,3
187441955070911,Big Lurch 3XL,These ads ran without a disclaimer,≤100,1
103590418009552,theboymomproject,These ads ran without a disclaimer,≤100,1
260505207474088,Libelula Cambio Climatico,These ads ran without a disclaimer,≤100,1
12683623041,Society for Human Resource Management (SHRM),These ads ran without a disclaimer,≤100,10
196368127043361,Michi,These ads ran without a disclaimer,≤100,12
920495611386495,Jackson Heights Community Church - JHCC,These ads ran without a disclaimer,≤100,1
126186094128118,Avenues for Justice - Andrew Glover Youth Program,These ads ran without a disclaimer,≤100,1
283933705790434,Alyssa Copham,These ads ran without a disclaimer,≤100,1
0,Instagram User 7843771112,These ads ran without a disclaimer,≤100,2
502215906461616,Social Impact Architects,These ads ran without a disclaimer,≤100,1
358670367949587,Climate Action RI,These ads ran without a disclaimer,≤100,2
225711664156297,Styleisshe,These ads ran without a disclaimer,≤100,1
104781187938809,SKA Toronto,These ads ran without a disclaimer,≤100,1
103940981274084,Thebigcatcarole,These ads ran without a disclaimer,≤100,1
531608653591360,SEP,These ads ran without a disclaimer,≤100,1
105551652820110,Believers - The Connecting Place,These ads ran without a disclaimer,≤100,1
110011960673326,Saffron Tigers,These ads ran without a disclaimer,≤100,1
589504141232383,Pasquale's Pizzeria and Family Restaurant,These ads ran without a disclaimer,≤100,1
383784078804484,Volvotee,These ads ran without a disclaimer,≤100,1
703514336713217,zayday_24,These ads ran without a disclaimer,≤100,1
209580559074669,Church of Saint Mark,These ads ran without a disclaimer,≤100,1
1550260908607896,D&J's Craft Corner,These ads ran without a disclaimer,≤100,1
129182247698757,Skeetaz Handcrafts,These ads ran without a disclaimer,≤100,1
106195030996719,Trivia World,These ads ran without a disclaimer,≤100,2
205057772906850,La Palma 2,These ads ran without a disclaimer,≤100,1
43761864371,Kevin Priola,These ads ran without a disclaimer,≤100,3
548783585152435,Flykonic Clothing,These ads ran without a disclaimer,≤100,1
106557501085602,ajvius,These ads ran without a disclaimer,≤100,1
237644600029542,Battle Warship: Naval Empire,These ads ran without a disclaimer,≤100,8
387678885714,SmartEater by Hazel Ng,These ads ran without a disclaimer,≤100,1
212292118787026,Colorado Center on Law and Policy,These ads ran without a disclaimer,≤100,1
102612578147595,Customized face Cover,These ads ran without a disclaimer,≤100,1
1062891577129731,Public Thread,These ads ran without a disclaimer,≤100,2
106434924427038,RepresentUs Pulaski County,These ads ran without a disclaimer,≤100,2
110388460567287,Yoga Schmoga Kids Camp,These ads ran without a disclaimer,≤100,1
2217319045189065,Luxe & Frill,These ads ran without a disclaimer,≤100,2
108309134023689,Daily God.,These ads ran without a disclaimer,≤100,1
595577227506822,DigitalfeedTv,These ads ran without a disclaimer,≤100,1
1639254369473044,Opioid Justice,These ads ran without a disclaimer,≤100,1
445202115495983,Northland Foundation,These ads ran without a disclaimer,≤100,1
102365494709355,missveedc,These ads ran without a disclaimer,≤100,2
869489719755378,OG's Against Gun Violence,These ads ran without a disclaimer,≤100,1
109917007242221,Believe Beauty Salón,These ads ran without a disclaimer,≤100,1
2383827434970235,Citizens for Corporate Accountability,These ads ran without a disclaimer,≤100,1
101734207977412,The Pussy Collection,These ads ran without a disclaimer,≤100,2
100972731564820,American AF,These ads ran without a disclaimer,≤100,2
602601790100429,"Torrance, CA Local - News Break",These ads ran without a disclaimer,≤100,2
2423553094362974,TK Imaging,These ads ran without a disclaimer,≤100,1
432148630294078,The Beauty of Hope,These ads ran without a disclaimer,≤100,2
98727975086,Lincoln Tech,These ads ran without a disclaimer,≤100,1
102121494873079,MarchonPhx,These ads ran without a disclaimer,≤100,1
928775680584351,"Riverside, CA Local - News Break",These ads ran without a disclaimer,≤100,2
2017925658536297,Delaware Local News - News Break,These ads ran without a disclaimer,≤100,3
392874881438350,African Origin of the Bible,These ads ran without a disclaimer,≤100,1
113102023392732,Mey & Chad’s Closet,These ads ran without a disclaimer,≤100,1
111964006919894,Blk Sunflower,These ads ran without a disclaimer,≤100,2
308585679253935,iMarket La,These ads ran without a disclaimer,≤100,1
1984971458226233,Darrin Norman,These ads ran without a disclaimer,≤100,1
1647873415427660,The West Coast Offense,These ads ran without a disclaimer,≤100,1
0,Instagram User 2982463384,These ads ran without a disclaimer,≤100,4
2104695503112051,MajorHitz,These ads ran without a disclaimer,≤100,1
228385423863772,Dallas Peace and Justice Center,These ads ran without a disclaimer,≤100,2
206214716606900,Delanie Symone,These ads ran without a disclaimer,≤100,1
114653390240065,SoooGifted,These ads ran without a disclaimer,≤100,1
245972272479721,ILL NEAL MUSIC,These ads ran without a disclaimer,≤100,1
171873052826443,OPET,These ads ran without a disclaimer,≤100,2
0,Instagram User 5144460227,These ads ran without a disclaimer,≤100,2
361509650872623,Our Revolution Twin Cities,These ads ran without a disclaimer,≤100,1
107209187416356,The Lewis Prize for Music,These ads ran without a disclaimer,≤100,2
107885404035686,Project PRIDE SRQ,These ads ran without a disclaimer,≤100,1
1567945623495265,Corey Baker Dance,These ads ran without a disclaimer,≤100,1
224697351444692,Cracks in the Pyramid,These ads ran without a disclaimer,≤100,1
363899044250630,Sebastianisaac_Photography,These ads ran without a disclaimer,≤100,1
103128367822936,GoldenSkai,These ads ran without a disclaimer,≤100,1
0,Instagram User 8981974455,These ads ran without a disclaimer,≤100,2
35922668372,New York Insight Meditation Center,These ads ran without a disclaimer,≤100,1
336344487299999,Ethan Bredstrup,These ads ran without a disclaimer,≤100,1
151262268372,Military Child Education Coalition,These ads ran without a disclaimer,≤100,1
2129923650632887,STG Carpentry,These ads ran without a disclaimer,≤100,1
355195141354162,Andrea  Gebauer,These ads ran without a disclaimer,≤100,1
1816583551704493,The Little Gym of Lake Charles,These ads ran without a disclaimer,≤100,1
1542466009332399,Eggcellence Brunchery,These ads ran without a disclaimer,≤100,1
1382441768496365,Pentair,These ads ran without a disclaimer,≤100,1
215558118486815,L.Hammond: Faded&Famous Entertainment,These ads ran without a disclaimer,≤100,1
591156664265392,gardenvarietydemocraticsocialist.com,These ads ran without a disclaimer,≤100,1
257323175206970,MaskBoy,These ads ran without a disclaimer,≤100,1
115160336850230,Verified News Naija,These ads ran without a disclaimer,≤100,1
1434783880088704,Voyages Imaginaires,These ads ran without a disclaimer,≤100,1
101762491307082,"Long Beach, NY Local - News Break",These ads ran without a disclaimer,≤100,2
461998097888753,Elm Hills UOC,These ads ran without a disclaimer,≤100,3
549049998961053,Robben Tan 谭超华,These ads ran without a disclaimer,≤100,1
18016227266,Supplyframe,These ads ran without a disclaimer,≤100,1
0,Instagram User 73390807,These ads ran without a disclaimer,≤100,1
110096157098376,Digi Demics,These ads ran without a disclaimer,≤100,2
1620772568185153,Old Tyme Feed & Garden Supply,These ads ran without a disclaimer,≤100,1
